likes,body,url
595,,https://sun9-7.userapi.com/c853520/v853520330/1b8147/yYCllorWyyM.jpg
472,,https://sun9-2.userapi.com/c635104/v635104276/5333e/8aoB22k0_QY.jpg
1215,1 января,https://sun9-44.userapi.com/c854120/v854120469/1b069e/frWQJqB0Nso.jpg
756,31 декабря,https://sun9-34.userapi.com/c855228/v855228402/1bc135/lBa4cCXesA4.jpg
772,,https://sun9-37.userapi.com/c855132/v855132929/1b8f5b/DrX3MdRUlFw.jpg
661,,https://sun9-32.userapi.com/c855624/v855624925/1b1369/SQeMCTj59R8.jpg
1089,,https://sun9-62.userapi.com/c635104/v635104407/4cac2/uKvuTbuFGbo.jpg
674,,https://sun9-18.userapi.com/c200828/v200828985/25d9f/Yjk_C_qWg94.jpg
835,,https://sun9-33.userapi.com/c855736/v855736222/1bb9df/uHWpcU8EfLs.jpg
472,,https://sun9-68.userapi.com/c200416/v200416543/24d7b/iDs8rJBXGDQ.jpg
178,Когда переехал жить на Кубань,https://sun9-68.userapi.com/c200416/v200416543/24d7b/iDs8rJBXGDQ.jpg
754,идеи праздничного стола,https://sun9-22.userapi.com/c855436/v855436906/1bccfd/NuaNsVr166A.jpg
807,настроение 2020,https://sun9-127.userapi.com/c855024/v855024589/1b93da/3zGhCG_RwBE.jpg
1168,,https://sun9-72.userapi.com/c206716/v206716021/26ff2/B-Hu7tCu-Vk.jpg
1561,сейчас в вас войдет транс,https://sun1-83.userapi.com/c205524/v205524314/24a7d/wNx5FNnhDxw.jpg
1750,новый год,https://sun1-84.userapi.com/c855724/v855724172/1ba52d/jpleoIPLrPs.jpg
999,,https://sun1-90.userapi.com/c856124/v856124988/1bdccf/yAhqtm7Zxb0.jpg
524,,https://sun9-23.userapi.com/c855524/v855524675/1b513f/6tD4y0XF4VE.jpg
1192,ждем гостей,https://sun9-56.userapi.com/c858224/v858224176/13a875/hmQrVmdmcAc.jpg
848,,https://sun9-11.userapi.com/c855636/v855636399/1b1ef0/rDsWIBxNJ0k.jpg
2093,,https://sun9-36.userapi.com/c200620/v200620774/24c18/axR-rfdx-24.jpg
1179,,https://sun9-72.userapi.com/c855132/v855132710/1b6962/qEoQ1B55zJ8.jpg
1452,,https://sun9-58.userapi.com/c858020/v858020710/139ec3/jivrWeI3B24.jpg
512,,https://sun9-15.userapi.com/c630125/v630125486/41fe1/mxfUadr0UlE.jpg
811,аллилуйя,https://sun9-10.userapi.com/c855132/v855132710/1b6973/OHtZtJHbGUw.jpg
622,,https://sun9-12.userapi.com/c855132/v855132710/1b696b/ymnYnVgwVLI.jpg
656,когда неожиданно зашел в комнату,https://sun9-23.userapi.com/c204720/v204720125/28f07/puvQwwUcpVI.jpg
1943,,https://sun9-20.userapi.com/c858020/v858020710/139ecc/EyRMgX3YbYk.jpg
1191,,https://sun9-64.userapi.com/c205616/v205616710/24e6a/Ewe_fs76Ll4.jpg
1151,Агент Смит приуныл,https://sun9-24.userapi.com/c854028/v854028944/1b0f79/uMtPId-PlVs.jpg
2163,,https://sun9-3.userapi.com/c854324/v854324470/1b938b/_4fHOKkWpcA.jpg
988,,https://sun9-28.userapi.com/c855320/v855320947/1b6ddb/8x54L8-B-Fo.jpg
1465,,https://sun9-12.userapi.com/c205328/v205328201/23f78/Sq3pAsdSYuI.jpg
658,,https://sun9-57.userapi.com/c205328/v205328201/23f5d/8u1fRgSl9aU.jpg
774,,https://sun9-39.userapi.com/c205328/v205328289/25f8d/pPDxHsYyBrU.jpg
613,,https://sun9-45.userapi.com/c205328/v205328289/25f46/7nyIz2DsZOw.jpg
1074,,https://sun9-69.userapi.com/c205328/v205328289/25f3e/0ff_Mx4Z_SQ.jpg
3901,,https://sun9-55.userapi.com/c857036/v857036122/316cf/jMAY1Z_iNoY.jpg
706,,https://sun9-48.userapi.com/c853428/v853428212/1a971c/z0if2JWd7A8.jpg
2354,все правильно сделал,https://sun9-7.userapi.com/c857720/v857720501/13c162/EyCU9Q5Fp5Q.jpg
1235,,https://sun9-63.userapi.com/c200416/v200416374/23b93/2vaBsgkovhA.jpg
838,,https://sun9-43.userapi.com/c857628/v857628884/135f85/3EQGtZL0-so.jpg
692,,https://sun9-18.userapi.com/c205428/v205428417/22fc7/LkWRyzTqk9o.jpg
650,,https://sun9-60.userapi.com/c853516/v853516944/1b65e1/Zc7KyEBgnvM.jpg
1680,,https://sun9-30.userapi.com/c204628/v204628301/226c0/h2wWcgtSMU0.jpg
1381,,https://sun9-19.userapi.com/c855636/v855636849/1b47bd/O5co47rBYQ8.jpg
724,,https://sun9-46.userapi.com/c635104/v635104822/53c50/kcNw1pQjhok.jpg
1332,"Добро пожаловать в Австралию, ваш паспорт, пожалуйста",https://sun9-65.userapi.com/c856136/v856136034/19cfb1/d0PkRmumqvQ.jpg
1465,,https://sun9-4.userapi.com/c855720/v855720464/1b62ab/igiVwGFlT6g.jpg
2197,,https://sun9-12.userapi.com/c858420/v858420034/13dd24/NaIKcswQYuA.jpg
695,,https://sun9-55.userapi.com/c200516/v200516393/22f6e/DgT8vQpcP9I.jpg
644,,https://sun9-67.userapi.com/c857532/v857532914/136c7a/4D12s-RDrB4.jpg
951,очередной портал,https://sun9-8.userapi.com/c204520/v204520069/22cd2/kSqq6brLudE.jpg
612,очень удобно,https://sun9-49.userapi.com/c856128/v856128403/1b128b/4HoRcpsLUsw.jpg
5608,пластмассовый мир победил,https://sun9-58.userapi.com/c855416/v855416415/1b38da/gCpa8Qdsz7Y.jpg
1072,Новый вкус. Лэйс с ногтями,https://sun9-47.userapi.com/c205516/v205516653/2293d/pAkfXbi6PWI.jpg
740,,https://sun9-7.userapi.com/c857124/v857124630/81ae5/w5LC3M4qOLc.jpg
13,[club29144590|👇👇👇Отличный паблик для ценителей фотографии. 👇👇👇],https://sun9-62.userapi.com/c850136/v850136785/16d08a/dtXNGRZD38U.jpg
1104,,https://sun9-70.userapi.com/c855236/v855236343/1bf45d/vn1GO7uQezA.jpg
964,,https://sun9-35.userapi.com/c855320/v855320844/1b8152/Lnzz4cAlo_o.jpg
747,,https://sun9-40.userapi.com/c205324/v205324716/1fdd4/BqhN0HDBhr8.jpg
3443,,https://sun9-14.userapi.com/c858120/v858120612/13838a/VftFYNQoypU.jpg
603,,https://sun9-72.userapi.com/c858416/v858416165/12b6a4/kdWiUbO6YMI.jpg
3903,,https://sun9-55.userapi.com/c857232/v857232718/96032/MtBBs5yVpv0.jpg
1269,🌈,https://sun9-5.userapi.com/c858416/v858416165/12b689/YWQPACXZAGQ.jpg
1051,,https://sun9-72.userapi.com/c205620/v205620317/211de/fN1VaHtQ6do.jpg
992,,https://sun9-60.userapi.com/c858416/v858416165/12b661/vCm6wliL-ls.jpg
820,,https://sun9-60.userapi.com/c858416/v858416165/12b65a/CRJKCcXgSfs.jpg
938,,https://sun9-64.userapi.com/c858416/v858416165/12b631/CxrR7RXaUmc.jpg
650,,https://sun9-35.userapi.com/c858416/v858416165/12b628/NiMw4VWBnnc.jpg
1731,,https://sun9-8.userapi.com/c206724/v206724933/204d7/ieGjDV85PtQ.jpg
970,успел,https://sun9-69.userapi.com/c857336/v857336832/97d76/Mg7f6lZPEqY.jpg
770,я недоговорила,https://sun9-36.userapi.com/c200624/v200624130/20cd1/Rxm-Nl8wc2I.jpg
3448,Он всего лишь хотел шить,https://sun9-65.userapi.com/c857228/v857228885/989ed/rcaedgPiMbc.jpg
2517,,https://sun9-14.userapi.com/c855020/v855020244/1af14f/sRTyi_B2mK8.jpg
4022,,https://sun9-39.userapi.com/c200620/v200620230/21646/hOBeGvqg_z0.jpg
578,,https://sun9-36.userapi.com/c853516/v853516190/1bd07a/ldGrc49U95Q.jpg
890,,https://sun9-66.userapi.com/c858320/v858320733/1335fc/QDN_vF1RWwM.jpg
1958,Шок! Путин назвал преемника:,https://sun9-45.userapi.com/c857332/v857332972/1f212/e8YX76LbxLc.jpg
928,,https://sun9-10.userapi.com/c853524/v853524813/1b37ca/hJkiBkUQul0.jpg
793,,https://sun9-58.userapi.com/c205524/v205524712/1fd73/nwcg2jJMoKo.jpg
486,В этом году только такие снеговики,https://sun9-10.userapi.com/c204528/v204528815/1ff29/NEfCGLakJfs.jpg
816,магазин хороших продуктов,https://sun9-14.userapi.com/c204728/v204728459/1f4ac/0a6K_fTX9CQ.jpg
601,дедов секрет счастья,https://sun9-61.userapi.com/c855020/v855020143/1b72a4/MmT49W_1uBs.jpg
893,,https://sun1-24.userapi.com/c856016/v856016525/1adbdf/jvlHBu2a2sE.jpg
2833,,https://sun9-52.userapi.com/c853520/v853520060/1b0aed/ANsz3PsPZL4.jpg
5228,,https://sun1-27.userapi.com/c858128/v858128928/1320a9/uOYa_vMCWzY.jpg
680,дверь закрой,https://sun9-64.userapi.com/c204716/v204716164/1ff65/baNRZCCDJ1U.jpg
352,,https://sun9-59.userapi.com/c850608/v850608054/6d9a8/CfaH_jqf_Ao.jpg
540,,https://sun9-25.userapi.com/c200816/v200816650/1f9a8/YCQLtc0EiFw.jpg
1315,Романтика,https://sun9-15.userapi.com/c206816/v206816082/1f1e6/E0UmD39ts74.jpg
1387,,https://sun9-54.userapi.com/c200820/v200820246/1fe2a/h8rPjNwCK_s.jpg
869,до / после нового года,https://sun9-35.userapi.com/c205624/v205624460/205dc/L75jv8chbtA.jpg
656,,https://sun9-38.userapi.com/c200516/v200516731/201c1/QK1Xs-5Ej2M.jpg
598,,https://sun9-11.userapi.com/c856028/v856028903/15b76f/xoqAHzIcYm4.jpg
1257,,https://sun9-17.userapi.com/c855332/v855332562/1b5647/CfxWdmF_-_c.jpg
1826,отвечать или нет?,https://sun9-67.userapi.com/c205824/v205824349/1e883/Rhf2fyE95y8.jpg
1495,Водители снегоуборочных машин,https://sun9-9.userapi.com/c853428/v853428096/1aac27/-gmuh8qQx2M.jpg
959,,https://sun9-37.userapi.com/c200820/v200820472/1deda/636oFDQSPms.jpg
1067,,https://sun9-47.userapi.com/c858432/v858432560/12c9ca/qCxylXE7qC4.jpg
830,,https://sun9-17.userapi.com/c206624/v206624216/1e5dd/-ynlyz4YKOU.jpg
1198,,https://sun9-34.userapi.com/c850608/v850608541/68fab/IXVDYSxfjYc.jpg
1390,мое текущее состояние,https://sun9-40.userapi.com/c856520/v856520147/9591f/VPCNWn-B8O8.jpg
819,,https://sun9-13.userapi.com/c856120/v856120171/1a3a7a/fZkSAu2efa8.jpg
1028,"кто-нибудь читал, можете порекомендовать?",https://sun9-69.userapi.com/c856120/v856120333/1ac924/FJLiGVA_caI.jpg
2234,,https://sun9-53.userapi.com/c855224/v855224946/1a917d/twkS-QNmsuE.jpg
848,,https://sun9-13.userapi.com/c857120/v857120810/93935/VAmB_UhmpMc.jpg
2547,,https://sun9-65.userapi.com/c858332/v858332358/136df5/iAH7xrXYIMo.jpg
807,,https://sun9-30.userapi.com/c857728/v857728388/124eb9/UZRUdwoSjhc.jpg
1367,настоящая русская женщина,https://sun9-4.userapi.com/c853424/v853424198/1b4847/npza89HD6ZY.jpg
903,,https://sun9-53.userapi.com/c205528/v205528350/1f108/jgrLtK2Tvv0.jpg
411,еда идет в комплекте с девкой,https://sun9-54.userapi.com/c857120/v857120587/94f6b/3Pj7LL6Ubvk.jpg
70,,https://sun9-54.userapi.com/c857120/v857120587/94f6b/3Pj7LL6Ubvk.jpg
937,не выходи из комнаты не совершай ошибку,https://sun9-56.userapi.com/c854428/v854428493/1b3771/W1bIyCIHAgo.jpg
888,ждем праздников,https://sun9-66.userapi.com/c855124/v855124988/1af5f9/o6Lyp1t2o1U.jpg
471,,https://sun9-14.userapi.com/c857124/v857124752/7b831/Ww7mKb0iq1w.jpg
1186,"можно сэкономить, если скинуться с соседями",https://sun9-58.userapi.com/c200428/v200428353/1d962/kRkysZqZicM.jpg
1515,"для ролевой игры ""Миссия невыполнима""",https://sun9-2.userapi.com/c858132/v858132868/12b105/m-QdQoaEy0Y.jpg
1137,,https://sun9-27.userapi.com/c204628/v204628202/1ede0/F5K5-buzZnU.jpg
953,,https://sun9-38.userapi.com/c204628/v204628984/1d544/6O_Q4OBwKq0.jpg
659,,https://sun9-57.userapi.com/c204628/v204628984/1d53b/c1CrHbpJNiQ.jpg
571,,https://sun9-60.userapi.com/c857416/v857416721/136f69/2h5YzGReQRc.jpg
589,Хипстерский вертеп,https://sun9-30.userapi.com/c855532/v855532572/1adcdf/yIHOzX4LkdU.jpg
1113,вечеринки у Маринки,https://sun9-51.userapi.com/c855536/v855536797/1a9b06/SdvdYm1sA4g.jpg
715,,https://sun9-13.userapi.com/c854124/v854124527/1b0d41/t9_HcJVJi2I.jpg
1000,,https://sun9-52.userapi.com/c200320/v200320913/1e61a/Q3bF4fva9iM.jpg
2137,панельный Хогвартс,https://sun9-64.userapi.com/c204520/v204520335/1d4c7/NyJoXevLsnU.jpg
1268,,https://sun9-15.userapi.com/c855616/v855616658/1ad5ec/mKLxjZZFVmc.jpg
874,,https://sun9-14.userapi.com/c856132/v856132324/19c6a7/SZNZP7p78fE.jpg
1224,,https://sun9-70.userapi.com/c205424/v205424423/1e600/kBuFsseffPc.jpg
1255,"Звонок в дверь.
Собака:",https://sun9-27.userapi.com/c857528/v857528241/133f30/68H1FbQsY5E.jpg
1164,без шуток,https://sun9-14.userapi.com/c858216/v858216540/130c8c/SAw1Dt58TpY.jpg
2526,деды морозы вешают голого,https://sun9-9.userapi.com/c855536/v855536237/1ae197/fCez7GD7VJc.jpg
2282,методы защиты от шерстяного ублюдка,https://sun9-69.userapi.com/c206520/v206520583/1cff1/kWXogQE_EIw.jpg
1210,,https://sun9-53.userapi.com/c205720/v205720107/1ce26/IXPyeavGe14.jpg
4634,я на работе,https://sun9-1.userapi.com/c205324/v205324391/1bf47/JNVo5-yTDW8.jpg
1204,,https://sun9-70.userapi.com/c855416/v855416268/1b0cde/WX_rDzkguSk.jpg
1865,,https://sun9-127.userapi.com/c205628/v205628313/1c302/TYdOxQ1O9a4.jpg
858,,https://sun9-63.userapi.com/c854220/v854220610/1af64e/LvoejNN2t3o.jpg
1020,,https://sun9-58.userapi.com/c858416/v858416064/12a754/hb7deJEbZcw.jpg
619,Московский метрополитен,https://sun9-23.userapi.com/c855528/v855528972/1a53d8/5JxzQQmD3bg.jpg
1197,,https://sun9-59.userapi.com/c635104/v635104841/4eec6/qDTimgwWVOA.jpg
598,,https://sun9-50.userapi.com/c205424/v205424260/1ad65/ry3b1Bpk5BE.jpg
558,Я не знаю что и сказать.,https://sun9-6.userapi.com/c857636/v857636452/12b53a/5bZd8FSMuqo.jpg
762,,https://sun9-21.userapi.com/c858424/v858424574/11fc7c/5ujs2w7SsEs.jpg
754,,https://sun9-67.userapi.com/c205724/v205724723/1d627/-A5Dxy5h5VE.jpg
764,,https://sun9-51.userapi.com/c856524/v856524386/948fb/ujioU7ejL1E.jpg
640,,https://sun9-46.userapi.com/c855632/v855632819/1ae798/tdcj0Z7JmJo.jpg
2269,заблудился,https://sun9-56.userapi.com/c855728/v855728420/1b51a6/tYbWnL5DMys.jpg
709,,https://sun9-66.userapi.com/c858520/v858520462/91937/CbDHNdBn3ic.jpg
1260,,https://sun9-69.userapi.com/c204524/v204524956/1a4d9/jfbiF4HPS2Y.jpg
795,,https://sun9-66.userapi.com/c855424/v855424567/1b254c/5WzWuiPv0HM.jpg
1962,,https://sun9-65.userapi.com/c855024/v855024403/1ab850/AM8kHeJ69EE.jpg
971,,https://sun9-53.userapi.com/c206728/v206728992/1ad54/lXX3XFjh_dg.jpg
854,"врачи, которых мы заслужили",https://sun9-21.userapi.com/c205424/v205424904/1b02e/0EovmoyUxPg.jpg
631,,https://sun9-56.userapi.com/c853520/v853520234/1ae8d0/X6bFKV0kkAo.jpg
1322,,https://sun9-57.userapi.com/c853524/v853524065/1ac589/-12G4D6lJ-c.jpg
523,,https://sun9-54.userapi.com/c855536/v855536883/1a50db/UC9qnUv8HJk.jpg
3042,,https://sun9-5.userapi.com/c206516/v206516220/19717/gjnjIdKackU.jpg
1151,,https://sun9-29.userapi.com/c857224/v857224671/9068b/TsS5L3rSfCY.jpg
1720,,https://sun1-29.userapi.com/c858036/v858036962/122d99/fzcbBDIhVxk.jpg
1187,,https://sun9-72.userapi.com/c857120/v857120010/8fdc6/4KljWpNsdxo.jpg
818,ледовый каток в Новосибирске,https://sun9-19.userapi.com/c855628/v855628367/1aaffb/eodnlc2fnqE.jpg
543,,https://sun9-3.userapi.com/c206628/v206628130/1b3b8/qeDomjtyoOI.jpg
774,,https://sun9-25.userapi.com/c858216/v858216434/1311bb/jzFx5PUBL_w.jpg
642,,https://sun9-19.userapi.com/c855728/v855728150/1b200d/azTLTaxu9Fk.jpg
1149,,https://sun9-56.userapi.com/c858028/v858028529/130b77/BKGUAP8I0tY.jpg
1943,,https://sun9-4.userapi.com/c854528/v854528253/1b02a1/tqYZlY_H3Ac.jpg
1052,,https://sun9-66.userapi.com/c854424/v854424320/1aa9a1/hjr2cy8o9aI.jpg
486,,https://sun9-38.userapi.com/c854424/v854424008/1ad74f/KB_-DPFvUqU.jpg
679,,https://sun9-40.userapi.com/c855620/v855620886/1a818b/E0jOL8Z8FsA.jpg
1275,,https://sun9-1.userapi.com/c855016/v855016203/1a07fc/j0CsSLXkJQc.jpg
1320,,https://sun9-62.userapi.com/c855020/v855020749/1b230a/eeXCKPPoXHw.jpg
1215,,https://sun9-62.userapi.com/c854416/v854416515/1a9606/Vbm76rAU4M8.jpg
412,,https://sun9-47.userapi.com/c200428/v200428891/1ad71/R0uyr7d0GEo.jpg
800,"Мама, сейчас так модно",https://sun9-63.userapi.com/c200620/v200620420/18103/w9QwFeZEUbY.jpg
1344,,https://sun9-20.userapi.com/c635104/v635104267/5c232/B88B6AU_Q8s.jpg
722,,https://sun9-35.userapi.com/c854420/v854420241/1ac0ca/-6l-D4chCF0.jpg
1012,,https://sun9-35.userapi.com/c857520/v857520365/1325ed/m16zIMj0es8.jpg
643,,https://sun9-32.userapi.com/c200416/v200416858/19023/Ds34sQsgeG4.jpg
997,,https://sun9-29.userapi.com/c858228/v858228276/121c32/UIh_yx_xK0Q.jpg
3772,,https://sun9-13.userapi.com/c200528/v200528010/19afd/L8Imgr34x6c.jpg
772,,https://sun9-59.userapi.com/c854324/v854324475/1a767a/mVOr7X-4rQM.jpg
2306,,https://sun9-53.userapi.com/c857236/v857236352/9348c/R6mp2yA_EZ0.jpg
1425,,https://sun9-32.userapi.com/c857216/v857216453/9033c/Su8mvbjiXlA.jpg
1263,,https://sun9-40.userapi.com/c200428/v200428498/19483/FTzAlIRKO1w.jpg
1499,Наконец-то додумались,https://sun9-127.userapi.com/c858416/v858416504/1264c9/oPpUU05WdRw.jpg
1601,,https://sun9-60.userapi.com/c205816/v205816736/19a88/k59XB72gEmk.jpg
866,,https://sun9-20.userapi.com/c857328/v857328203/91021/GX5a1dnQaWg.jpg
447,Лада Ролс-Ройс,https://sun9-7.userapi.com/c200624/v200624292/18963/c9hOQGf4zQw.jpg
1653,,https://sun9-34.userapi.com/c200720/v200720515/18ff2/iQfmg2aGyC8.jpg
1923,,https://sun9-21.userapi.com/c855216/v855216016/1aea4e/PJykj8Ypkns.jpg
980,,https://sun9-30.userapi.com/c855520/v855520392/1a42a1/7P3QyaZMDvc.jpg
1284,,https://sun9-16.userapi.com/c857136/v857136923/8f8d4/_Aq94u5ryJ0.jpg
1800,,https://sun9-54.userapi.com/c856124/v856124449/1b1c0a/Fa4nNk2E2Ic.jpg
5677,,https://sun9-6.userapi.com/c854028/v854028277/1af8d7/4GE2yArMLxs.jpg
927,,https://sun9-37.userapi.com/c854020/v854020395/1ad644/AhkEP3T_dFc.jpg
760,,https://sun9-72.userapi.com/c205824/v205824778/19c14/Yc_9wLGNMHw.jpg
942,,https://sun9-55.userapi.com/c857724/v857724781/1308ad/lijbZXDwEBM.jpg
1146,,https://sun9-8.userapi.com/c857528/v857528135/12ebd6/O0rIpR8hUKk.jpg
506,,https://sun9-63.userapi.com/c853620/v853620260/1aff47/T015lCOJipA.jpg
1074,,https://sun9-66.userapi.com/c857028/v857028173/8c05f/ZDW8KodO4mI.jpg
1202,,https://sun9-11.userapi.com/c853420/v853420433/1a961f/uTq9yCNxmhc.jpg
754,,https://sun9-30.userapi.com/c855520/v855520543/1a7944/SDXglq5cnQE.jpg
587,,https://sun9-48.userapi.com/c857120/v857120320/8cfd3/wx1PCpFBvCU.jpg
782,,https://sun9-50.userapi.com/c857320/v857320498/8acd1/QhnMR9U7Vgc.jpg
812,,https://sun9-28.userapi.com/c853628/v853628140/19e44a/aCjJNzL6ink.jpg
1102,,https://sun9-33.userapi.com/c857232/v857232414/8e23b/-BkZp-KTJNE.jpg
755,,https://sun9-69.userapi.com/c857632/v857632531/12e017/hVnnsFoVBWs.jpg
1029,,https://sun9-44.userapi.com/c200516/v200516256/179df/HWvlzYq6X6w.jpg
1081,,https://sun9-57.userapi.com/c855528/v855528660/1ab165/3tUxrfHyDDk.jpg
445,"ВОЗРАСТЫ В 2020:

1990 - 30 лет
1991 - 29 лет
1992 - 28 лет
1993 - 27 лет
1994 - 26 лет
1995 - 25 лет
1996 - 24 года
1997 - 23 года
1998 - 22 года
1999 - 21 год
2000 - 20 лет
2001 - 19 лет
2002 - 18 лет",https://sun9-57.userapi.com/c855528/v855528660/1ab165/3tUxrfHyDDk.jpg
1091,,https://sun9-55.userapi.com/c204524/v204524351/170bc/HYmIno8Tfb4.jpg
2070,,https://sun9-14.userapi.com/c855616/v855616361/1aaa8d/_85TFzbTNRw.jpg
2190,,https://sun9-57.userapi.com/c855032/v855032573/19d10b/-4hIMnMBje0.jpg
1125,,https://sun1-99.userapi.com/c855024/v855024902/1aaf95/2-HTr85KVT8.jpg
1773,чужой,https://sun9-5.userapi.com/c200716/v200716877/1807f/fblHH_oTVTc.jpg
742,,https://sun9-51.userapi.com/c205128/v205128751/179fd/682d_aPAB-0.jpg
1919,,https://sun9-50.userapi.com/c205128/v205128833/18194/rV2zUaz4RHE.jpg
688,,https://sun9-25.userapi.com/c854320/v854320942/1a2f77/wohRqWbYGQA.jpg
1381,,https://sun9-5.userapi.com/c853628/v853628447/1990ba/QEH2rMufRYY.jpg
445,,https://sun9-33.userapi.com/c853516/v853516732/1acc0b/slKamUZGSjw.jpg
1035,когда закончил универ,https://sun9-23.userapi.com/c858432/v858432175/129519/pNHWztjLEYk.jpg
408,,https://sun9-23.userapi.com/c858432/v858432175/129519/pNHWztjLEYk.jpg
943,,https://sun9-3.userapi.com/c850608/v850608106/5eb2e/YTFtIDv3hxs.jpg
1187,,https://sun9-37.userapi.com/c850608/v850608106/5eb27/29miNFfOX8E.jpg
703,,https://sun9-9.userapi.com/c850608/v850608106/5eb1e/tsPP8-JAfss.jpg
1385,Следующее задание:,https://sun9-70.userapi.com/c206520/v206520857/15fae/bY9XU8yEs18.jpg
1321,,https://sun9-64.userapi.com/c205820/v205820870/1701c/LIBzDOTaXoU.jpg
450,,https://sun9-37.userapi.com/c857224/v857224887/8cba9/GmivJNbTp-A.jpg
1833,,https://sun9-21.userapi.com/c857224/v857224887/8cb98/0wetbdphLDE.jpg
941,,https://sun9-3.userapi.com/c205528/v205528020/15e62/1jS9SmiOAes.jpg
1604,,https://sun9-49.userapi.com/c855724/v855724197/1a8efc/FTZyMpt-GVc.jpg
764,,https://sun9-51.userapi.com/c858132/v858132116/12a98f/I__L_53ToDE.jpg
1128,,https://sun9-39.userapi.com/c855428/v855428088/1ab5db/cwrC6brwYQ4.jpg
1308,,https://sun9-26.userapi.com/c857128/v857128952/8fa0b/P76Bmo1Kpb8.jpg
762,,https://sun9-72.userapi.com/c200420/v200420607/156dd/BmDj-rWAX9M.jpg
1668,"Когда вы нажимаете кнопку л на клавиатуре, вы получаете строчную букву л. Но что, если вы хотите заглавную букву Л? Просто перейдите на страницу Википедии о лошадях, скопируйте заглавную букву Л и вставьте её в документ. Проблема решена 👍",https://sun9-48.userapi.com/c857224/v857224228/8ba71/9mnqWQInPMM.jpg
1108,стильные здесь?,https://sun9-18.userapi.com/c858028/v858028269/12e7d9/VC_YBbjTdBE.jpg
1412,,https://sun9-7.userapi.com/c205624/v205624309/147d5/lFPCSFL8gdE.jpg
568,,https://sun9-45.userapi.com/c857024/v857024788/228af/eMGJdQdh_iU.jpg
2572,идеальное существо,https://sun9-42.userapi.com/c206616/v206616592/14fc3/2yCuo_sga0g.jpg
1548,,https://sun9-17.userapi.com/c858132/v858132765/126038/vu2AAUQEtmY.jpg
2575,я вызываю полицию,https://sun9-28.userapi.com/c857720/v857720228/130b9b/zaRSdahC3uo.jpg
715,,https://sun9-33.userapi.com/c200328/v200328948/152cb/56UHGwkYm2g.jpg
727,мясосипед,https://sun9-44.userapi.com/c858528/v858528449/89a13/eYV5uOfYezA.jpg
674,,https://sun9-2.userapi.com/c855732/v855732492/1abcad/QYuy-PLJSPE.jpg
